failure_code,hours_since_failure,retry_count,payment_method,is_subscription,success
payment_timed_out,17.31,1,card,True,0
card_declined,30.23,2,upi,False,0
do_not_honor,15.21,1,card,False,0
mandate_revoked,9.26,1,netbanking,False,0
insufficient_funds,27.36,3,card,False,1
payment_timed_out,41.46,2,netbanking,False,0
insufficient_funds,25.92,3,card,True,1
card_declined,43.98,1,card,False,0
mandate_revoked,21.33,1,card,False,0
card_declined,24.9,1,card,False,0
card_declined,56.93,2,card,False,0
payment_timed_out,63.24,1,netbanking,True,0
debit_instrument_blocked,23.19,1,card,False,0
payment_timed_out,41.15,0,netbanking,False,0
insufficient_funds,20.03,2,card,False,1
payment_timed_out,3.84,2,card,False,0
insufficient_funds,53.13,2,wallet,False,1
insufficient_funds,12.31,3,wallet,True,1
insufficient_funds,30.65,3,card,False,1
payment_timed_out,35.07,3,card,True,0
card_declined,13.28,0,netbanking,True,0
payment_timed_out,6.81,3,upi,True,1
payment_timed_out,25.06,1,card,False,0
mandate_revoked,68.56,1,netbanking,False,0
do_not_honor,44.29,1,netbanking,True,0
payment_timed_out,27.46,1,upi,True,0
insufficient_funds,2.8,3,upi,False,0
debit_instrument_blocked,43.22,2,card,True,0
insufficient_funds,6.64,3,upi,False,0
payment_timed_out,39.06,3,netbanking,True,0
debit_instrument_blocked,54.14,1,wallet,False,0
payment_timed_out,30.5,2,card,False,0
card_declined,21.56,2,card,False,0
card_declined,3.41,1,upi,False,0
card_declined,1.78,2,upi,True,0
insufficient_funds,30.96,2,netbanking,True,0
insufficient_funds,63.6,3,card,True,0
payment_timed_out,17.57,3,netbanking,True,0
insufficient_funds,41.33,2,netbanking,False,1
debit_instrument_blocked,49.27,3,wallet,True,0
insufficient_funds,4.38,0,upi,True,0
card_declined,11.02,3,netbanking,True,0
do_not_honor,23.85,1,wallet,False,0
do_not_honor,48.25,1,card,False,0
payment_timed_out,31.61,3,upi,False,1
payment_timed_out,52.86,1,card,False,0
mandate_revoked,62.47,3,wallet,False,0
card_declined,54.6,1,wallet,False,0
do_not_honor,71.44,1,card,False,0
debit_instrument_blocked,54.31,1,upi,False,0
do_not_honor,61.36,1,card,True,0
insufficient_funds,59.93,3,upi,False,1
card_declined,52.58,0,netbanking,True,0
insufficient_funds,57.73,2,wallet,True,1
card_declined,67.3,3,upi,False,1
mandate_revoked,34.21,1,netbanking,True,0
payment_timed_out,45.96,2,wallet,False,0
payment_timed_out,37.08,1,netbanking,False,0
insufficient_funds,61.27,0,wallet,False,1
mandate_revoked,31.06,2,upi,False,0
insufficient_funds,59.02,3,netbanking,False,0
insufficient_funds,57.55,2,upi,False,1
insufficient_funds,69.26,1,wallet,True,0
insufficient_funds,17.92,0,card,True,0
payment_timed_out,51.09,3,upi,False,0
payment_timed_out,54.5,3,netbanking,False,0
payment_timed_out,67.41,3,netbanking,True,0
insufficient_funds,65.3,1,card,False,1
insufficient_funds,41.29,2,card,False,0
payment_timed_out,41.7,1,upi,True,1
insufficient_funds,12.04,0,wallet,True,0
card_declined,70.2,0,upi,False,0
insufficient_funds,18.36,1,wallet,True,0
payment_timed_out,52.18,2,netbanking,True,0
payment_timed_out,57.3,0,netbanking,False,0
payment_timed_out,31.77,2,netbanking,False,0
insufficient_funds,15.21,1,wallet,False,0
insufficient_funds,13.61,3,upi,False,0
do_not_honor,61.67,1,wallet,False,0
insufficient_funds,36.77,0,upi,False,1
payment_timed_out,6.49,1,wallet,False,0
payment_timed_out,51.63,3,card,False,0
payment_timed_out,18.01,1,wallet,False,1
payment_timed_out,63.1,2,upi,False,0
do_not_honor,22.29,3,card,False,0
do_not_honor,14.42,1,netbanking,True,0
insufficient_funds,6.11,2,wallet,False,0
payment_timed_out,36.83,0,upi,False,1
insufficient_funds,32.45,1,upi,True,0
payment_timed_out,54.09,1,netbanking,True,0
card_declined,33.45,2,upi,False,0
insufficient_funds,24.75,3,wallet,False,1
payment_timed_out,18.84,1,upi,False,0
debit_instrument_blocked,20.03,1,wallet,False,0
insufficient_funds,66.81,3,netbanking,True,1
payment_timed_out,11.89,1,wallet,True,0
card_declined,71.15,2,upi,False,1
insufficient_funds,23.54,2,card,True,0
insufficient_funds,6.36,0,card,False,1
insufficient_funds,17.91,3,upi,True,0
debit_instrument_blocked,4.21,1,upi,False,0
insufficient_funds,56.88,2,card,False,0
insufficient_funds,36.9,1,netbanking,True,0
insufficient_funds,24.26,3,netbanking,False,1
insufficient_funds,47.67,2,upi,False,0
card_declined,45.41,0,upi,True,0
insufficient_funds,67.67,0,netbanking,False,0
card_declined,69.21,3,card,False,0
card_declined,49.01,2,wallet,False,0
do_not_honor,58.88,1,card,False,0
insufficient_funds,57.05,0,card,False,1
do_not_honor,35.37,0,upi,True,0
card_declined,50.72,3,card,True,0
insufficient_funds,5.63,3,netbanking,False,0
do_not_honor,54.58,1,card,False,0
do_not_honor,69.25,0,netbanking,False,0
insufficient_funds,6.12,1,upi,True,0
debit_instrument_blocked,60.2,0,netbanking,False,0
payment_timed_out,67.17,2,card,False,0
card_declined,16.29,2,wallet,True,1
mandate_revoked,37.79,3,card,False,0
payment_timed_out,66.81,1,upi,False,0
do_not_honor,69.14,0,netbanking,True,0
payment_timed_out,9.21,0,upi,False,1
do_not_honor,25.13,1,wallet,True,0
card_declined,50.27,2,card,False,0
insufficient_funds,15.95,0,wallet,True,1
payment_timed_out,23.38,3,netbanking,True,0
payment_timed_out,1.68,1,card,True,0
insufficient_funds,11.05,3,netbanking,True,0
insufficient_funds,40.49,1,upi,True,1
payment_timed_out,47.02,0,upi,False,1
insufficient_funds,46.72,0,wallet,True,1
insufficient_funds,56.04,2,wallet,True,1
card_declined,29.9,2,wallet,True,0
card_declined,19.69,3,card,False,0
card_declined,1.12,3,card,True,0
payment_timed_out,14.88,0,card,False,0
debit_instrument_blocked,22.49,1,netbanking,False,0
card_declined,12.83,0,netbanking,False,0
insufficient_funds,1.45,0,wallet,True,0
insufficient_funds,11.34,0,wallet,False,0
card_declined,47.96,0,card,False,0
insufficient_funds,45.33,2,netbanking,True,0
payment_timed_out,67.37,0,netbanking,False,0
mandate_revoked,57.47,0,wallet,False,0
insufficient_funds,40.88,0,card,True,0
insufficient_funds,9.9,2,upi,False,1
mandate_revoked,40.61,2,card,False,0
card_declined,4.43,3,netbanking,True,0
insufficient_funds,31.02,0,wallet,False,1
debit_instrument_blocked,28.1,0,wallet,True,0
debit_instrument_blocked,30.8,1,upi,True,0
payment_timed_out,20.15,2,netbanking,True,0
card_declined,49.38,0,upi,False,0
insufficient_funds,60.55,0,card,False,1
insufficient_funds,55.33,1,wallet,False,0
card_declined,45.2,0,wallet,False,0
insufficient_funds,38.76,1,upi,False,1
card_declined,2.24,3,upi,False,0
do_not_honor,52.05,2,netbanking,False,0
insufficient_funds,39.24,1,card,True,0
card_declined,19.49,1,card,False,0
insufficient_funds,23.6,3,wallet,False,1
debit_instrument_blocked,67.36,2,wallet,False,0
insufficient_funds,44.95,2,wallet,False,0
card_declined,34.27,3,wallet,False,0
card_declined,44.71,0,wallet,True,1
payment_timed_out,29.79,0,netbanking,False,0
card_declined,33.85,1,wallet,False,1
card_declined,20.9,1,netbanking,False,0
card_declined,31.67,0,upi,True,1
do_not_honor,49.36,0,wallet,True,0
mandate_revoked,2.88,3,wallet,False,0
payment_timed_out,57.24,2,card,False,0
payment_timed_out,20.37,2,card,False,0
insufficient_funds,49.14,0,netbanking,False,1
do_not_honor,46.28,1,netbanking,True,0
payment_timed_out,46.99,2,netbanking,True,0
payment_timed_out,43.79,2,card,False,0
insufficient_funds,69.06,2,wallet,True,0
debit_instrument_blocked,36.6,2,wallet,False,0
payment_timed_out,52.73,1,wallet,False,0
card_declined,50.79,3,netbanking,False,0
insufficient_funds,17.01,1,upi,False,1
mandate_revoked,20.4,0,wallet,True,0
insufficient_funds,30.53,3,upi,True,0
insufficient_funds,19.99,0,upi,False,0
do_not_honor,26.41,1,card,False,0
debit_instrument_blocked,28.15,0,upi,True,0
insufficient_funds,43.48,0,netbanking,True,0
payment_timed_out,15.83,1,card,True,0
card_declined,57.91,0,upi,False,1
debit_instrument_blocked,31.5,1,upi,False,0
payment_timed_out,50.85,3,upi,False,0
payment_timed_out,5.86,0,netbanking,False,0
card_declined,33.84,3,wallet,True,0
card_declined,2.03,1,card,False,0
do_not_honor,48.67,2,upi,True,0
card_declined,24.75,1,netbanking,False,0
insufficient_funds,68.35,1,wallet,True,0
debit_instrument_blocked,23.34,0,upi,False,0
do_not_honor,40.59,2,wallet,True,0
do_not_honor,18.53,3,upi,False,0
insufficient_funds,44.65,2,card,True,0
insufficient_funds,33.63,2,netbanking,False,0
card_declined,26.69,2,upi,True,0
insufficient_funds,14.67,1,card,False,0
mandate_revoked,8.03,0,upi,False,0
payment_timed_out,8.63,2,upi,True,0
card_declined,71.93,3,wallet,True,0
debit_instrument_blocked,29.69,1,upi,False,0
payment_timed_out,0.14,3,upi,False,1
payment_timed_out,68.61,3,upi,False,0
card_declined,1.44,0,upi,True,0
card_declined,30.14,2,netbanking,False,0
payment_timed_out,51.66,2,wallet,True,0
card_declined,65.85,1,upi,True,0
debit_instrument_blocked,51.33,2,netbanking,False,0
payment_timed_out,33.38,3,card,True,0
insufficient_funds,70.16,2,upi,True,0
payment_timed_out,2.83,3,netbanking,False,0
payment_timed_out,71.06,3,upi,False,0
insufficient_funds,61.16,3,netbanking,False,0
insufficient_funds,66.88,3,netbanking,True,1
card_declined,18.34,0,netbanking,False,0
payment_timed_out,10.26,0,upi,False,0
mandate_revoked,47.76,0,card,False,0
insufficient_funds,37.14,0,netbanking,True,0
insufficient_funds,37.67,2,wallet,False,0
do_not_honor,66.57,2,upi,False,0
debit_instrument_blocked,44.65,1,card,False,0
insufficient_funds,22.4,0,wallet,False,0
insufficient_funds,28.8,2,card,False,1
insufficient_funds,9.61,1,card,False,0
payment_timed_out,13.85,3,wallet,False,0
payment_timed_out,10.32,0,wallet,True,0
insufficient_funds,58.34,1,netbanking,True,0
insufficient_funds,50.75,0,netbanking,False,1
payment_timed_out,38.18,1,netbanking,False,0
mandate_revoked,26.95,3,card,False,0
card_declined,48.13,1,wallet,False,0
payment_timed_out,58.53,1,upi,False,1
insufficient_funds,63.45,1,upi,False,1
insufficient_funds,39.39,1,netbanking,True,0
insufficient_funds,59.03,2,wallet,False,1
do_not_honor,36.81,3,wallet,True,0
debit_instrument_blocked,34.17,2,netbanking,False,0
debit_instrument_blocked,62.31,2,card,False,0
mandate_revoked,27.82,1,card,True,0
mandate_revoked,28.51,0,card,True,0
mandate_revoked,21.95,2,card,True,0
insufficient_funds,37.35,3,card,False,1
insufficient_funds,39.23,2,upi,False,0
payment_timed_out,47.55,0,card,True,0
card_declined,31.0,2,wallet,False,0
insufficient_funds,15.68,3,netbanking,True,0
do_not_honor,62.41,0,upi,False,0
card_declined,24.91,0,card,False,1
payment_timed_out,66.45,2,card,True,1
insufficient_funds,14.93,1,card,True,0
insufficient_funds,40.32,2,netbanking,False,1
insufficient_funds,38.64,2,wallet,False,1
do_not_honor,59.66,1,netbanking,True,0
card_declined,10.0,0,card,False,0
card_declined,65.52,2,upi,False,0
insufficient_funds,38.26,1,upi,True,0
payment_timed_out,42.2,3,wallet,False,1
payment_timed_out,36.73,1,netbanking,False,0
do_not_honor,2.59,0,netbanking,True,0
do_not_honor,35.79,3,netbanking,False,0
insufficient_funds,18.98,2,wallet,True,0
mandate_revoked,24.67,2,wallet,True,0
insufficient_funds,46.74,3,upi,True,0
debit_instrument_blocked,35.83,3,card,False,0
insufficient_funds,6.71,3,upi,False,0
insufficient_funds,5.26,3,card,False,0
do_not_honor,13.37,1,netbanking,True,0
insufficient_funds,13.74,0,upi,False,0
payment_timed_out,43.8,2,upi,False,1
payment_timed_out,12.8,3,card,True,0
insufficient_funds,63.48,3,netbanking,True,1
card_declined,15.1,2,netbanking,False,0
do_not_honor,6.56,2,upi,True,0
debit_instrument_blocked,63.05,2,upi,False,0
payment_timed_out,21.26,0,wallet,False,0
payment_timed_out,30.63,0,netbanking,True,0
insufficient_funds,69.05,0,wallet,False,1
insufficient_funds,67.99,3,wallet,False,0
insufficient_funds,51.47,3,wallet,False,0
mandate_revoked,4.96,1,netbanking,False,0
debit_instrument_blocked,42.72,1,wallet,False,0
do_not_honor,71.21,1,card,False,0
payment_timed_out,68.18,0,wallet,True,0
payment_timed_out,7.63,1,card,False,0
payment_timed_out,28.51,1,card,True,1
payment_timed_out,22.72,2,netbanking,False,0
payment_timed_out,9.34,3,card,False,0
insufficient_funds,50.03,0,upi,True,0
insufficient_funds,19.72,1,wallet,False,1
mandate_revoked,24.83,3,card,True,0
payment_timed_out,6.51,3,wallet,True,0
mandate_revoked,35.85,3,card,False,0
insufficient_funds,11.39,2,wallet,False,0
card_declined,31.11,0,netbanking,True,0
insufficient_funds,10.32,3,wallet,False,1
insufficient_funds,68.68,2,wallet,False,0
insufficient_funds,10.44,3,upi,True,0
insufficient_funds,37.58,3,wallet,False,1
debit_instrument_blocked,14.18,1,wallet,True,0
payment_timed_out,5.5,0,netbanking,False,1
card_declined,14.57,2,wallet,True,0
payment_timed_out,3.94,1,wallet,False,0
payment_timed_out,10.04,0,netbanking,False,1
payment_timed_out,35.53,1,card,True,0
insufficient_funds,46.93,3,wallet,True,0
mandate_revoked,6.29,1,upi,True,0
do_not_honor,31.75,1,netbanking,True,0
card_declined,41.85,2,wallet,False,0
payment_timed_out,16.86,2,wallet,False,0
insufficient_funds,26.79,1,card,False,1
debit_instrument_blocked,5.17,3,upi,False,0
payment_timed_out,15.85,2,card,False,1
insufficient_funds,33.61,0,wallet,False,1
payment_timed_out,71.31,1,netbanking,True,0
do_not_honor,71.73,3,upi,True,0
card_declined,70.53,0,upi,True,1
do_not_honor,30.46,0,card,True,0
do_not_honor,5.81,2,card,False,0
insufficient_funds,23.3,1,upi,True,0
debit_instrument_blocked,17.12,1,card,False,0
payment_timed_out,1.02,1,card,False,0
card_declined,6.86,0,upi,True,1
insufficient_funds,32.63,1,upi,True,0
mandate_revoked,24.46,0,netbanking,False,0
insufficient_funds,12.99,2,wallet,False,0
insufficient_funds,51.56,2,wallet,False,1
payment_timed_out,25.71,3,netbanking,False,0
insufficient_funds,61.33,0,upi,True,1
insufficient_funds,17.35,1,wallet,True,1
card_declined,38.76,1,wallet,True,0
payment_timed_out,13.26,2,card,True,0
debit_instrument_blocked,35.66,2,card,False,0
payment_timed_out,10.98,3,upi,False,0
card_declined,11.63,3,wallet,True,0
payment_timed_out,44.08,3,wallet,True,0
card_declined,18.99,0,upi,False,0
card_declined,12.41,0,netbanking,False,0
payment_timed_out,66.94,3,card,True,0
mandate_revoked,3.1,3,netbanking,True,0
payment_timed_out,40.69,1,upi,False,1
insufficient_funds,39.47,0,wallet,True,1
card_declined,18.04,2,card,False,0
do_not_honor,32.6,2,wallet,False,0
insufficient_funds,6.32,3,upi,True,0
payment_timed_out,51.93,2,netbanking,False,0
debit_instrument_blocked,15.96,3,card,True,0
card_declined,13.92,3,wallet,True,0
mandate_revoked,22.67,0,netbanking,True,0
payment_timed_out,64.97,0,netbanking,False,0
card_declined,57.35,3,upi,True,0
payment_timed_out,68.18,0,netbanking,True,0
mandate_revoked,46.94,0,upi,False,0
payment_timed_out,47.73,3,card,True,0
card_declined,34.56,0,upi,False,0
payment_timed_out,65.17,0,upi,False,0
card_declined,36.78,0,netbanking,False,0
card_declined,25.56,1,upi,False,0
payment_timed_out,46.11,2,netbanking,False,0
debit_instrument_blocked,39.32,2,wallet,True,0
payment_timed_out,8.93,3,upi,False,0
card_declined,28.28,2,netbanking,False,0
payment_timed_out,22.56,3,card,False,1
payment_timed_out,60.97,0,card,False,0
payment_timed_out,27.28,1,netbanking,False,0
insufficient_funds,59.15,1,netbanking,False,0
insufficient_funds,31.85,0,netbanking,True,0
card_declined,54.25,3,upi,False,0
card_declined,9.74,0,netbanking,False,0
card_declined,66.57,1,card,False,0
insufficient_funds,34.6,1,card,True,0
payment_timed_out,18.71,0,wallet,False,0
insufficient_funds,17.39,3,upi,False,1
do_not_honor,19.09,0,card,False,0
do_not_honor,26.4,0,card,False,0
insufficient_funds,51.66,1,upi,False,1
card_declined,68.37,0,wallet,True,1
insufficient_funds,48.17,3,card,True,0
insufficient_funds,39.4,0,netbanking,False,1
insufficient_funds,32.3,1,card,False,1
insufficient_funds,59.63,1,wallet,False,0
card_declined,61.18,0,netbanking,True,0
debit_instrument_blocked,21.1,0,card,True,0
insufficient_funds,68.65,2,wallet,False,0
payment_timed_out,28.45,0,wallet,False,1
card_declined,57.61,0,netbanking,False,0
mandate_revoked,69.61,1,upi,False,0
card_declined,50.66,1,netbanking,False,0
insufficient_funds,11.63,1,netbanking,False,0
card_declined,42.2,3,card,True,0
payment_timed_out,8.55,1,upi,False,0
mandate_revoked,56.82,2,netbanking,False,0
payment_timed_out,20.25,3,wallet,False,0
card_declined,50.06,0,card,False,0
insufficient_funds,65.53,2,card,True,0
payment_timed_out,13.03,1,upi,True,1
debit_instrument_blocked,28.29,2,netbanking,False,0
card_declined,46.59,0,wallet,False,1
payment_timed_out,30.22,1,wallet,True,0
debit_instrument_blocked,12.59,0,card,False,0
do_not_honor,2.09,3,upi,True,0
payment_timed_out,29.28,2,card,False,0
payment_timed_out,46.74,0,wallet,False,0
payment_timed_out,41.33,2,upi,True,0
card_declined,11.25,3,upi,False,0
payment_timed_out,32.45,2,wallet,False,0
insufficient_funds,26.6,1,netbanking,False,0
debit_instrument_blocked,19.74,3,upi,True,0
debit_instrument_blocked,52.51,0,upi,True,0
do_not_honor,22.29,0,card,False,0
mandate_revoked,38.89,0,netbanking,False,0
card_declined,66.47,3,wallet,False,0
do_not_honor,38.83,2,wallet,False,0
do_not_honor,44.43,2,card,False,0
payment_timed_out,5.27,2,card,True,0
payment_timed_out,12.83,1,wallet,False,0
insufficient_funds,7.27,0,wallet,False,1
card_declined,55.07,3,upi,True,0
insufficient_funds,60.19,3,netbanking,True,0
insufficient_funds,13.42,0,netbanking,False,1
card_declined,15.79,0,upi,False,0
payment_timed_out,23.27,2,wallet,False,1
insufficient_funds,42.56,0,card,True,1
do_not_honor,44.77,2,netbanking,False,0
do_not_honor,49.45,3,card,True,0
insufficient_funds,65.17,1,netbanking,True,1
insufficient_funds,21.24,1,wallet,False,0
payment_timed_out,47.43,3,card,False,0
do_not_honor,40.3,1,card,False,0
do_not_honor,22.02,0,wallet,False,0
insufficient_funds,65.33,0,wallet,False,0
do_not_honor,6.87,3,wallet,True,0
insufficient_funds,51.26,3,wallet,True,1
payment_timed_out,52.41,0,netbanking,False,0
mandate_revoked,65.9,3,wallet,False,0
insufficient_funds,37.34,0,wallet,False,1
insufficient_funds,23.16,0,upi,False,1
payment_timed_out,59.6,1,netbanking,True,0
card_declined,55.5,1,upi,True,0
debit_instrument_blocked,36.02,3,netbanking,False,0
mandate_revoked,55.29,2,card,True,0
insufficient_funds,19.29,0,card,False,1
insufficient_funds,42.44,2,wallet,False,1
do_not_honor,62.29,3,netbanking,False,0
insufficient_funds,22.89,2,netbanking,False,0
debit_instrument_blocked,34.82,0,wallet,True,0
card_declined,68.48,0,upi,True,0
insufficient_funds,57.47,1,netbanking,True,1
do_not_honor,63.87,1,upi,True,0
insufficient_funds,27.74,1,upi,True,0
payment_timed_out,71.75,0,upi,True,1
card_declined,10.98,0,netbanking,True,0
payment_timed_out,37.35,2,netbanking,True,0
card_declined,34.51,3,wallet,False,0
card_declined,57.49,2,card,True,0
mandate_revoked,65.42,1,wallet,False,0
mandate_revoked,52.64,3,card,False,0
payment_timed_out,45.13,2,upi,True,0
insufficient_funds,30.77,2,upi,False,1
card_declined,36.74,2,upi,False,1
mandate_revoked,36.67,3,card,False,0
payment_timed_out,1.47,2,card,True,0
payment_timed_out,36.22,2,wallet,False,0
payment_timed_out,61.63,2,upi,False,0
insufficient_funds,51.07,3,card,False,0
card_declined,57.29,3,wallet,True,0
payment_timed_out,28.11,1,upi,True,0
do_not_honor,38.09,2,card,False,0
do_not_honor,2.41,0,upi,True,0
do_not_honor,27.58,2,netbanking,True,0
payment_timed_out,34.16,3,wallet,False,0
payment_timed_out,18.38,2,upi,False,0
card_declined,2.25,1,card,True,0
do_not_honor,49.71,2,card,True,0
payment_timed_out,31.33,1,wallet,False,0
debit_instrument_blocked,29.93,1,wallet,False,0
insufficient_funds,18.0,0,upi,False,0
debit_instrument_blocked,38.72,2,card,False,0
insufficient_funds,31.54,0,wallet,True,0
insufficient_funds,34.13,1,upi,True,0
payment_timed_out,41.82,3,wallet,False,0
insufficient_funds,0.46,3,upi,True,0
insufficient_funds,65.35,1,netbanking,False,1
insufficient_funds,5.12,3,wallet,False,0
payment_timed_out,32.47,0,netbanking,True,0
do_not_honor,14.93,3,wallet,False,0
insufficient_funds,37.71,1,netbanking,True,0
card_declined,20.18,3,upi,False,0
do_not_honor,61.92,3,netbanking,False,0
insufficient_funds,28.54,2,netbanking,False,1
insufficient_funds,45.99,2,card,True,0
do_not_honor,17.92,2,upi,False,0
do_not_honor,1.4,0,netbanking,False,0
payment_timed_out,29.1,0,netbanking,False,0
do_not_honor,38.63,1,wallet,False,0
insufficient_funds,33.09,1,upi,True,0
payment_timed_out,69.27,2,netbanking,False,0
card_declined,50.89,1,wallet,True,1
insufficient_funds,71.69,2,wallet,False,0
do_not_honor,21.24,0,wallet,True,0
payment_timed_out,56.81,0,upi,True,0
do_not_honor,40.0,3,upi,False,0
payment_timed_out,44.05,3,netbanking,True,0
payment_timed_out,70.98,3,card,False,0
insufficient_funds,47.09,1,upi,True,0
insufficient_funds,64.71,2,upi,False,0
do_not_honor,52.25,2,upi,False,0
insufficient_funds,9.17,1,card,False,0
insufficient_funds,50.36,2,netbanking,True,0
insufficient_funds,34.87,2,upi,True,0
insufficient_funds,66.15,1,upi,True,0
do_not_honor,58.09,1,card,True,0
payment_timed_out,7.5,1,wallet,False,0
mandate_revoked,9.64,3,wallet,True,0
insufficient_funds,5.01,3,card,True,1
card_declined,35.51,3,upi,True,0
payment_timed_out,5.82,3,upi,False,0
payment_timed_out,52.1,1,wallet,True,1
debit_instrument_blocked,39.77,3,card,True,0
mandate_revoked,60.18,0,upi,False,0
debit_instrument_blocked,20.15,3,wallet,True,0
insufficient_funds,37.38,1,netbanking,False,0
insufficient_funds,8.46,1,card,True,0
card_declined,63.69,0,card,False,0
insufficient_funds,12.6,0,upi,False,0
card_declined,7.37,1,wallet,False,1
card_declined,14.76,2,wallet,False,0
card_declined,58.05,0,upi,False,0
do_not_honor,7.62,3,netbanking,False,0
card_declined,44.24,0,upi,False,1
insufficient_funds,53.73,3,card,False,0
insufficient_funds,54.08,1,netbanking,False,1
card_declined,13.68,1,upi,False,0
payment_timed_out,4.44,0,netbanking,True,0
insufficient_funds,32.31,3,upi,True,0
payment_timed_out,14.58,2,netbanking,False,0
do_not_honor,50.35,0,card,True,0
do_not_honor,25.68,0,upi,False,0
card_declined,32.35,2,wallet,True,0
payment_timed_out,8.17,3,card,False,0
insufficient_funds,40.86,0,wallet,False,1
payment_timed_out,13.36,0,wallet,False,0
payment_timed_out,48.89,2,upi,False,1
card_declined,5.12,0,netbanking,True,0
card_declined,70.26,1,card,True,1
insufficient_funds,49.29,0,netbanking,False,1
insufficient_funds,13.08,1,netbanking,False,0
insufficient_funds,1.01,2,card,False,0
debit_instrument_blocked,24.08,1,netbanking,False,0
card_declined,11.0,1,card,False,0
insufficient_funds,15.73,1,wallet,False,1
debit_instrument_blocked,62.84,2,wallet,False,0
payment_timed_out,43.43,0,upi,False,0
payment_timed_out,12.7,0,netbanking,True,0
debit_instrument_blocked,40.08,0,wallet,True,0
insufficient_funds,18.42,3,upi,False,0
insufficient_funds,70.29,2,netbanking,False,1
card_declined,2.36,0,wallet,False,0
insufficient_funds,52.73,1,upi,True,0
card_declined,55.66,1,netbanking,True,1
insufficient_funds,4.84,0,wallet,False,0
insufficient_funds,12.37,3,card,True,0
insufficient_funds,27.67,3,upi,False,1
payment_timed_out,62.51,0,card,True,1
insufficient_funds,38.66,0,card,False,1
insufficient_funds,47.18,1,netbanking,False,1
do_not_honor,56.38,2,card,True,0
payment_timed_out,59.62,3,card,True,0
payment_timed_out,34.29,1,wallet,True,0
insufficient_funds,36.63,1,netbanking,True,1
payment_timed_out,51.7,0,wallet,True,0
insufficient_funds,18.96,0,netbanking,False,1
card_declined,61.52,0,wallet,True,1
insufficient_funds,1.5,1,upi,False,1
debit_instrument_blocked,14.1,2,wallet,True,0
debit_instrument_blocked,57.61,0,wallet,False,0
insufficient_funds,24.5,0,upi,False,1
insufficient_funds,10.79,3,card,False,0
insufficient_funds,13.45,3,card,False,0
card_declined,38.21,2,card,True,0
insufficient_funds,60.93,2,wallet,False,0
do_not_honor,5.09,2,netbanking,True,0
do_not_honor,2.19,1,upi,False,0
do_not_honor,33.49,0,netbanking,False,0
payment_timed_out,68.85,1,wallet,False,0
mandate_revoked,20.09,2,card,False,0
insufficient_funds,69.06,2,wallet,False,0
payment_timed_out,63.91,2,netbanking,False,0
payment_timed_out,20.39,2,wallet,True,0
mandate_revoked,58.82,0,wallet,True,0
card_declined,49.38,2,upi,True,0
do_not_honor,36.85,3,wallet,False,0
insufficient_funds,30.45,2,upi,False,0
mandate_revoked,58.72,2,wallet,True,0
payment_timed_out,57.1,0,wallet,False,0
payment_timed_out,54.5,3,card,True,0
mandate_revoked,71.87,1,upi,False,0
payment_timed_out,34.45,1,card,False,0
payment_timed_out,58.1,1,card,False,0
card_declined,62.1,0,netbanking,False,0
insufficient_funds,15.24,3,upi,True,0
payment_timed_out,3.03,2,upi,True,0
insufficient_funds,29.14,1,card,False,1
insufficient_funds,61.69,3,wallet,False,0
do_not_honor,20.82,0,card,True,0
card_declined,50.4,1,card,False,0
payment_timed_out,0.53,2,upi,False,1
payment_timed_out,25.59,0,card,False,1
payment_timed_out,44.32,2,card,False,0
card_declined,9.34,3,card,False,0
debit_instrument_blocked,64.56,2,card,True,0
debit_instrument_blocked,11.25,0,card,True,0
payment_timed_out,65.51,2,netbanking,False,0
payment_timed_out,15.58,1,card,False,0
payment_timed_out,71.59,2,wallet,False,0
card_declined,43.54,2,netbanking,True,1
payment_timed_out,6.07,0,netbanking,True,1
card_declined,4.7,0,netbanking,False,0
card_declined,5.39,0,wallet,False,0
payment_timed_out,42.47,0,card,True,0
payment_timed_out,58.29,1,wallet,True,0
payment_timed_out,29.01,0,upi,False,0
insufficient_funds,32.03,3,upi,False,1
insufficient_funds,42.43,3,wallet,False,1
card_declined,38.38,0,wallet,False,0
payment_timed_out,49.54,1,upi,False,0
insufficient_funds,33.97,2,netbanking,True,0
card_declined,51.4,2,netbanking,False,1
do_not_honor,71.81,2,upi,False,0
insufficient_funds,25.22,3,netbanking,False,0
do_not_honor,0.88,2,netbanking,False,0
debit_instrument_blocked,9.05,2,netbanking,False,0
card_declined,39.85,2,netbanking,False,0
card_declined,24.79,2,wallet,True,0
insufficient_funds,67.68,1,upi,False,1
mandate_revoked,45.18,2,netbanking,True,0
payment_timed_out,37.47,3,card,True,0
debit_instrument_blocked,57.46,1,wallet,False,0
card_declined,18.62,0,card,False,0
insufficient_funds,59.02,2,wallet,False,0
insufficient_funds,0.22,3,netbanking,False,0
card_declined,44.62,3,upi,False,1
card_declined,67.3,2,wallet,True,0
insufficient_funds,56.73,3,upi,False,0
card_declined,61.46,1,card,False,0
do_not_honor,28.58,1,card,False,0
payment_timed_out,59.35,1,netbanking,False,0
payment_timed_out,39.66,1,card,False,0
insufficient_funds,44.53,2,netbanking,True,0
do_not_honor,4.24,3,netbanking,False,0
payment_timed_out,14.51,1,upi,True,1
debit_instrument_blocked,39.67,0,upi,True,0
payment_timed_out,4.23,3,card,True,0
